graph,emb,dim,param,exec_time,landmarks,model,iter,accuracy,precision,recall,fscore
lfr10k,hope,14,ppr,20.96,-1,xgboost,2,0.668,0.6125337349198772,0.5834485199966312,0.5872244202857858
lfr10k,hope,14,ppr,20.72,-1,xgboost,3,0.6456,0.5562139216986358,0.5359688728532972,0.5408379741593775
lfr10k,hope,14,ppr,20.02,-1,xgboost,4,0.634,0.5555265481179403,0.541886615647456,0.5404160342459651
lfr10k,hope,14,ppr,20.64,-1,xgboost,5,0.6576,0.5859934940060627,0.5649988282746574,0.5703371527185946
lfr10k,hope,14,ppr,20.86,-1,xgboost,6,0.6228,0.54779724519944,0.5324157293530143,0.5349782025270683
lfr10k,hope,14,ppr,20.98,-1,xgboost,7,0.6428,0.5640038174152431,0.5414760548230104,0.5453803677794005
lfr10k,hope,14,ppr,20.52,-1,xgboost,8,0.6468,0.5842857111264665,0.5647643493199943,0.567586651486516
lfr10k,hope,14,ppr,20.82,-1,xgboost,9,0.6448,0.5679945405711178,0.5479887755358812,0.5529652103033553
lfr10k,hope,16,ppr,20.66,-1,xgboost,0,0.6872,0.6484216772305293,0.6285934172189227,0.6310856953675
lfr10k,hope,16,ppr,20.6,-1,xgboost,1,0.6832,0.5920285683621289,0.5871245986523844,0.5810749479305438
lfr10k,hope,16,ppr,20.65,-1,xgboost,2,0.7004,0.6466175862417005,0.6234901046692203,0.6263822520143855
lfr10k,hope,16,ppr,20.54,-1,xgboost,3,0.7072,0.6350206656578472,0.6120529557752967,0.6160997226256988
lfr10k,hope,16,ppr,20.12,-1,xgboost,4,0.6828,0.6263237860619008,0.6110778510241256,0.6102743422507525
lfr10k,hope,16,ppr,20.38,-1,xgboost,5,0.6972,0.6286237783626447,0.6098312295125443,0.6135227159505703
lfr10k,hope,16,ppr,20.63,-1,xgboost,6,0.6764,0.6175247543045077,0.6094012962342261,0.6068543050897556
lfr10k,hope,16,ppr,20.33,-1,xgboost,7,0.696,0.627504684939541,0.6076265643016968,0.6098297230495975
lfr10k,hope,16,ppr,20.31,-1,xgboost,8,0.6952,0.6246506841302619,0.6085408755960766,0.6116597512211714
lfr10k,hope,16,ppr,20.75,-1,xgboost,9,0.6956,0.6373559561878585,0.6146980863860199,0.6203525488158561
lfr10k,hope,18,ppr,19.37,-1,xgboost,0,0.7512,0.6878222550211591,0.6743025322147802,0.6742515643287642
lfr10k,hope,18,ppr,19.59,-1,xgboost,1,0.7528,0.6806564801339393,0.6480387515510522,0.6518898055848412
lfr10k,hope,18,ppr,19.56,-1,xgboost,2,0.7656,0.7029477597601432,0.6905011293485638,0.6899743556588269
lfr10k,hope,18,ppr,19.24,-1,xgboost,3,0.7712,0.7034738733807648,0.6873819368843928,0.6887401104085673
lfr10k,hope,18,ppr,19.13,-1,xgboost,4,0.7444,0.6763577353198963,0.6601917545177186,0.6589827080103743
lfr10k,hope,18,ppr,19.51,-1,xgboost,5,0.768,0.7044868283965506,0.6884640800854025,0.6908497993234386
lfr10k,hope,18,ppr,18.99,-1,xgboost,6,0.7476,0.6790467084625214,0.6705239528482302,0.6692665629311725
lfr10k,hope,18,ppr,18.97,-1,xgboost,7,0.7672,0.7013995038554945,0.6881558733129393,0.6889650061756257
lfr10k,hope,18,ppr,19.26,-1,xgboost,8,0.768,0.6978086061591867,0.6819881240585954,0.6834419645624565
lfr10k,hope,18,ppr,20.0,-1,xgboost,9,0.7628,0.6987716418797213,0.6769473048293279,0.6810669360640977
lfr10k,hope,20,ppr,18.54,-1,xgboost,0,0.8136,0.7358728429270399,0.7225979113703147,0.7225244038540274
lfr10k,hope,20,ppr,18.38,-1,xgboost,1,0.8156,0.7310451216892083,0.7146658705152931,0.7146637487715948
lfr10k,hope,20,ppr,18.75,-1,xgboost,2,0.82,0.7463697353587979,0.7330736286270593,0.7306986381079803
lfr10k,hope,20,ppr,18.51,-1,xgboost,3,0.8224,0.7538789897621819,0.7383083027993619,0.739734256881719
lfr10k,hope,20,ppr,18.25,-1,xgboost,4,0.8036,0.7314806486357194,0.7160777650739183,0.7160524467200813
lfr10k,hope,20,ppr,18.56,-1,xgboost,5,0.8212,0.7481544365090094,0.7182107148082816,0.726068239115614
lfr10k,hope,20,ppr,18.25,-1,xgboost,6,0.8108,0.7339139023743132,0.7196086572809535,0.7195936879919381
lfr10k,hope,20,ppr,17.69,-1,xgboost,7,0.8136,0.7338954330661318,0.720920884041415,0.7209164224088944
lfr10k,hope,20,ppr,18.49,-1,xgboost,8,0.818,0.7391215760891112,0.7243551264498068,0.727591028142433
lfr10k,hope,20,ppr,18.47,-1,xgboost,9,0.8072,0.727090479592809,0.7127819167507162,0.7153828489331663
lfr10k,hope,22,ppr,17.62,-1,xgboost,0,0.844,0.7659364846768276,0.7544314209018432,0.7539000591224457
lfr10k,hope,22,ppr,17.6,-1,xgboost,1,0.8424,0.7505062884779166,0.7374129169230369,0.736662571418443
lfr10k,hope,22,ppr,17.87,-1,xgboost,2,0.86,0.793572991504778,0.7837094074359343,0.7808361735824574
lfr10k,hope,22,ppr,18.15,-1,xgboost,3,0.8568,0.802170276585215,0.7842329369390142,0.7872844255039082
lfr10k,hope,22,ppr,17.59,-1,xgboost,4,0.8392,0.7613118596408114,0.7577661226183733,0.7522318941718034
lfr10k,hope,22,ppr,17.93,-1,xgboost,5,0.8592,0.7850246200609292,0.7656756536279808,0.7668007101160593
lfr10k,hope,22,ppr,17.75,-1,xgboost,6,0.8436,0.7782598011646856,0.762603661382857,0.7636037946858444
lfr10k,hope,22,ppr,17.83,-1,xgboost,7,0.8528,0.7795998165661069,0.7791465811305878,0.7759021421407062
lfr10k,hope,22,ppr,17.99,-1,xgboost,8,0.846,0.7736564867320488,0.7580181695284518,0.7604026511705646
lfr10k,hope,22,ppr,17.83,-1,xgboost,9,0.8456,0.7680393828072355,0.7443822032380198,0.7466750174422465
lfr10k,hope,24,ppr,16.13,-1,xgboost,0,0.888,0.8000547771142069,0.7941614535325553,0.7920730602636453
lfr10k,hope,24,ppr,15.85,-1,xgboost,1,0.8856,0.8057760570800212,0.7815492409305234,0.7865029371755874
lfr10k,hope,24,ppr,16.61,-1,xgboost,2,0.8892,0.8049032133759992,0.7993754212668999,0.7984348745114496
lfr10k,hope,24,ppr,16.25,-1,xgboost,3,0.8972,0.8261322207708316,0.818213991910291,0.8154643549309598
lfr10k,hope,24,ppr,16.04,-1,xgboost,4,0.878,0.7941828282836313,0.7926898447813282,0.786885013694007
lfr10k,hope,24,ppr,16.2,-1,xgboost,5,0.8976,0.8222542537140761,0.8037397211396625,0.8075865388685821
lfr10k,hope,24,ppr,16.03,-1,xgboost,6,0.884,0.8103127249213787,0.7977513330286792,0.799044231626475
lfr10k,hope,24,ppr,16.37,-1,xgboost,7,0.8888,0.8098797308344161,0.797545944833316,0.7987656304112448
lfr10k,hope,24,ppr,16.22,-1,xgboost,8,0.89,0.8148567717197982,0.7968446349081307,0.8006298051454928
lfr10k,hope,24,ppr,16.34,-1,xgboost,9,0.8884,0.807952590080717,0.7922045321340357,0.7937267722255882
lfr10k,hope,26,ppr,15.48,-1,xgboost,0,0.9236,0.8582836433211521,0.8532537224165287,0.8519590054688554
lfr10k,hope,26,ppr,15.28,-1,xgboost,1,0.9176,0.8490127213904122,0.8360499652698549,0.8354362654002111
lfr10k,hope,26,ppr,15.17,-1,xgboost,2,0.9188,0.8449422458167902,0.8384841291404471,0.8373173754504094
lfr10k,hope,26,ppr,14.99,-1,xgboost,3,0.9364,0.8717232231916286,0.8616614982967682,0.8634448844858637
lfr10k,hope,26,ppr,14.78,-1,xgboost,4,0.9144,0.838604492413217,0.8334231569197714,0.8315369395902658
lfr10k,hope,26,ppr,15.2,-1,xgboost,5,0.926,0.8524585251610269,0.8283413905085808,0.8348574525796388
lfr10k,hope,26,ppr,14.96,-1,xgboost,6,0.9152,0.8434239268265472,0.8344135028428006,0.8360236411278221
lfr10k,hope,26,ppr,14.96,-1,xgboost,7,0.9116,0.8383906196334977,0.8368020862709765,0.8331674467877932
lfr10k,hope,26,ppr,15.11,-1,xgboost,8,0.926,0.8561849358993514,0.8432685736040627,0.8456829491399321
lfr10k,hope,26,ppr,14.94,-1,xgboost,9,0.9252,0.8578815278858143,0.8422159447374076,0.844452614332692
lfr10k,hope,28,ppr,14.52,-1,xgboost,0,0.932,0.861678522543329,0.8539330352391542,0.8530023172878529
lfr10k,hope,28,ppr,14.39,-1,xgboost,1,0.9336,0.8748923464304037,0.8578223125120205,0.8605555322709851
lfr10k,hope,28,ppr,14.62,-1,xgboost,2,0.9384,0.8827183820769856,0.8744788711681744,0.8736149363522381
lfr10k,hope,28,ppr,14.71,-1,xgboost,3,0.9396,0.8770085123922077,0.867632051327419,0.8695884611788456
lfr10k,hope,28,ppr,14.55,-1,xgboost,4,0.9216,0.8504273172839892,0.846231344191303,0.8430775696396781
lfr10k,hope,28,ppr,14.84,-1,xgboost,5,0.942,0.8848112783675296,0.8547455648164112,0.8616865520268006
lfr10k,hope,28,ppr,14.55,-1,xgboost,6,0.9292,0.8601195280268537,0.850734732761138,0.851589739002794
lfr10k,hope,28,ppr,14.35,-1,xgboost,7,0.9308,0.8709443211290439,0.8650801423129101,0.8647065706856523
lfr10k,hope,28,ppr,14.3,-1,xgboost,8,0.9344,0.875613472986842,0.8586533900506205,0.8640085553891076
lfr10k,hope,28,ppr,14.1,-1,xgboost,9,0.9284,0.8634580767158895,0.8451876862459016,0.8499667405697312
lfr10k,hope,30,ppr,14.12,-1,xgboost,0,0.9452,0.8794289668374543,0.8701041338125028,0.8720603610516149
lfr10k,hope,30,ppr,14.64,-1,xgboost,1,0.9408,0.8803059681833048,0.8660196904403868,0.869255607859899
lfr10k,hope,30,ppr,14.18,-1,xgboost,2,0.9512,0.8968817452922265,0.89008920808284,0.890113085107815
lfr10k,hope,30,ppr,13.77,-1,xgboost,3,0.9492,0.8941857410146464,0.8831624962264678,0.8860400102984303
lfr10k,hope,30,ppr,13.81,-1,xgboost,4,0.9396,0.8784674482602591,0.8806528028616691,0.8758862778295807
lfr10k,hope,30,ppr,13.79,-1,xgboost,5,0.954,0.9020446867083928,0.8811987497246392,0.8854577541422722
lfr10k,hope,30,ppr,14.07,-1,xgboost,6,0.9464,0.8881583240712708,0.8820928978600399,0.8817184101227922
lfr10k,hope,30,ppr,14.17,-1,xgboost,7,0.9456,0.881928254477463,0.8753983062908318,0.874622296799012
lfr10k,hope,30,ppr,13.81,-1,xgboost,8,0.9484,0.8923708313400079,0.8833513504881692,0.8856871278781469
lfr10k,hope,30,ppr,14.27,-1,xgboost,9,0.9444,0.884953071472281,0.8708008453750905,0.8718140917670658
lfr10k,hope,32,ppr,13.88,-1,xgboost,0,0.954,0.9018704759612964,0.8937905857784435,0.894720248429716
lfr10k,hope,32,ppr,13.97,-1,xgboost,1,0.9508,0.8970915918310687,0.8836765710800277,0.88347023386951
lfr10k,hope,32,ppr,14.07,-1,xgboost,2,0.9548,0.9087658553014472,0.89800626683126,0.8997845873120475
lfr10k,hope,32,ppr,15.13,-1,xgboost,3,0.962,0.9146108486799952,0.9010730324406544,0.904471018067616
lfr10k,hope,32,ppr,13.81,-1,xgboost,4,0.9548,0.9057074799641772,0.9033584409163844,0.9020463691411924
lfr10k,hope,32,ppr,13.84,-1,xgboost,5,0.956,0.9074873960179152,0.8924860829580402,0.8943078166375118
lfr10k,hope,32,ppr,14.03,-1,xgboost,6,0.9588,0.9199719974810752,0.9138863299637678,0.914138534787996
lfr10k,hope,32,ppr,14.16,-1,xgboost,7,0.9524,0.8975428690216677,0.8942248642251724,0.89214702601784
lfr10k,hope,32,ppr,13.84,-1,xgboost,8,0.9528,0.9039902989655914,0.8942942793419476,0.8967563037696384
lfr10k,hope,32,ppr,13.98,-1,xgboost,9,0.956,0.903780397723702,0.8960772134897325,0.8947047219915134
lfr10k,hope,2,aa,11.49,-1,xgboost,0,0.0376,0.0274461180040831,0.0268938521741055,0.0248200143867563
lfr10k,hope,2,aa,11.47,-1,xgboost,1,0.0368,0.0350270570498002,0.0295462872135551,0.0298300558496417
lfr10k,hope,2,aa,11.61,-1,xgboost,2,0.0372,0.0323989882467365,0.0353240666272321,0.0319996313234
lfr10k,hope,2,aa,11.94,-1,xgboost,3,0.0412,0.0357066372249645,0.0382318321089183,0.0348821294555439
lfr10k,hope,2,aa,11.61,-1,xgboost,4,0.0332,0.0227034978336245,0.0233385988985256,0.0220543906517011
lfr10k,hope,2,aa,11.8,-1,xgboost,5,0.0396,0.025097970741876,0.0258988793194472,0.0242069883493834
lfr10k,hope,2,aa,11.71,-1,xgboost,6,0.0336,0.0299427783049785,0.0293113547982136,0.0283431853969392
lfr10k,hope,2,aa,11.91,-1,xgboost,7,0.0364,0.0326455386673463,0.0293588345119868,0.0291578627311835
lfr10k,hope,2,aa,12.15,-1,xgboost,8,0.0372,0.026248192840589,0.0274732940614503,0.026227568911874
lfr10k,hope,2,aa,11.7,-1,xgboost,9,0.0336,0.0261669792316316,0.0241868740726105,0.0241275900132129
lfr10k,hope,4,aa,12.24,-1,xgboost,0,0.2324,0.11507340231202,0.1192935484399585,0.1155763780735031
lfr10k,hope,4,aa,12.14,-1,xgboost,1,0.2376,0.1331140747673989,0.1311847147036138,0.1290813128120487
lfr10k,hope,4,aa,12.19,-1,xgboost,2,0.2508,0.122228659993084,0.1243025306473194,0.1215594238320778
lfr10k,hope,4,aa,12.33,-1,xgboost,3,0.246,0.1258974954805702,0.1277781592124741,0.1247228920129655
lfr10k,hope,4,aa,11.99,-1,xgboost,4,0.2436,0.122004759385421,0.1246337682541567,0.1207387451874674
lfr10k,hope,4,aa,12.56,-1,xgboost,5,0.2396,0.1161040500306315,0.1206040082652792,0.1168197790784151
lfr10k,hope,4,aa,12.35,-1,xgboost,6,0.2452,0.129598474920257,0.1316607162580534,0.1288840284332039
lfr10k,hope,4,aa,12.22,-1,xgboost,7,0.2436,0.1256559135749992,0.1255620988713634,0.1236399261154017
lfr10k,hope,4,aa,12.12,-1,xgboost,8,0.248,0.1215629647389208,0.1197986434181322,0.1185688340501626
lfr10k,hope,4,aa,12.06,-1,xgboost,9,0.2448,0.1199599044053067,0.121471445157465,0.1189107903060437
lfr10k,hope,6,aa,18.64,-1,xgboost,0,0.2896,0.1488280286053961,0.1541663070854521,0.1492527259059818
lfr10k,hope,6,aa,18.07,-1,xgboost,1,0.2972,0.1603637510642315,0.1621581762545011,0.1585615319392755
lfr10k,hope,6,aa,18.11,-1,xgboost,2,0.3156,0.1636586753606775,0.1633809493418107,0.1598173284245345
lfr10k,hope,6,aa,18.23,-1,xgboost,3,0.3052,0.1521240646378871,0.1584038166442688,0.1531091649070591
lfr10k,hope,6,aa,18.22,-1,xgboost,4,0.2976,0.1482458020765398,0.1552940601488715,0.1489730528577071
lfr10k,hope,6,aa,18.08,-1,xgboost,5,0.3064,0.1568020980706935,0.1578844566146189,0.1547897962078193
lfr10k,hope,6,aa,17.95,-1,xgboost,6,0.2904,0.1587505308320076,0.1535543531275497,0.1514769660766771
lfr10k,hope,6,aa,18.1,-1,xgboost,7,0.2944,0.1536661285447807,0.1557444111057067,0.152270773385627
lfr10k,hope,6,aa,18.7,-1,xgboost,8,0.3096,0.1626003018591097,0.1605530235718575,0.1587751352202098
lfr10k,hope,6,aa,18.11,-1,xgboost,9,0.2972,0.1393825329978056,0.1453561633798602,0.1405575188914448
lfr10k,hope,8,aa,18.42,-1,xgboost,0,0.3788,0.2002185323295651,0.2060239720431859,0.2006438937385319
lfr10k,hope,8,aa,18.5,-1,xgboost,1,0.3744,0.2110563621689905,0.2077557864946402,0.2051252083935394
lfr10k,hope,8,aa,18.72,-1,xgboost,2,0.3988,0.2091345190729086,0.2121728295883409,0.2064061598571767
lfr10k,hope,8,aa,18.06,-1,xgboost,3,0.406,0.2086022977509671,0.2138446730030667,0.2081936833378801
lfr10k,hope,8,aa,18.39,-1,xgboost,4,0.3792,0.1967469789516116,0.2026290826565739,0.1964165189916606
lfr10k,hope,8,aa,18.06,-1,xgboost,5,0.3924,0.2014864180640202,0.2073509671114241,0.2024324245642571
lfr10k,hope,8,aa,17.95,-1,xgboost,6,0.3832,0.2182541578081064,0.2137774738042802,0.2114924616744172
lfr10k,hope,8,aa,18.08,-1,xgboost,7,0.3912,0.2060409292154739,0.2062001888099539,0.2017403495330509
lfr10k,hope,8,aa,17.86,-1,xgboost,8,0.4052,0.2129028468421465,0.2186223723354361,0.2130202458033876
lfr10k,hope,8,aa,18.05,-1,xgboost,9,0.4,0.2113726028197391,0.2148864933369432,0.2110879687750896
lfr10k,hope,10,aa,23.79,-1,xgboost,0,0.4352,0.2417375475489208,0.2442855174560162,0.2386966362716953
lfr10k,hope,10,aa,21.48,-1,xgboost,1,0.4288,0.2375275674773394,0.2406210160545841,0.2361823701956401
lfr10k,hope,10,aa,22.01,-1,xgboost,2,0.4532,0.2411558810042947,0.2459013999728808,0.2395262318799839
lfr10k,hope,10,aa,22.15,-1,xgboost,3,0.4524,0.2364125268271536,0.2424613815696289,0.2359689013236894
lfr10k,hope,10,aa,21.84,-1,xgboost,4,0.426,0.233089097789726,0.2335876828586027,0.230194797787181
lfr10k,hope,10,aa,22.07,-1,xgboost,5,0.4536,0.2497737673936994,0.2538204044021268,0.2494323794421779
lfr10k,hope,10,aa,21.85,-1,xgboost,6,0.4336,0.2501940463785724,0.246145405401365,0.2428694227177112
lfr10k,hope,10,aa,22.05,-1,xgboost,7,0.4596,0.2427508710168887,0.2486289344241588,0.2426495547591183
lfr10k,hope,10,aa,21.94,-1,xgboost,8,0.4528,0.240954239032073,0.2465652975580024,0.2412145443827798
lfr10k,hope,10,aa,21.69,-1,xgboost,9,0.4524,0.247511146526907,0.2464981157595461,0.2432080697105198
lfr10k,hope,12,aa,22.07,-1,xgboost,0,0.4852,0.2804599505121358,0.2820604520355352,0.276805955251154
lfr10k,hope,12,aa,22.02,-1,xgboost,1,0.47,0.2722620701945296,0.2722260510145768,0.2670510894500057
lfr10k,hope,12,aa,22.29,-1,xgboost,2,0.4892,0.2727815613589162,0.2744008477698496,0.2697687557088103
lfr10k,hope,12,aa,22.01,-1,xgboost,3,0.4836,0.2709802478106699,0.2722846613768197,0.2668723973260956
lfr10k,hope,12,aa,22.13,-1,xgboost,4,0.4712,0.2628156131052722,0.2674720294958292,0.260826640652115
lfr10k,hope,12,aa,22.07,-1,xgboost,5,0.4836,0.2622243410821475,0.2682712847262729,0.2625063325071342
lfr10k,hope,12,aa,21.97,-1,xgboost,6,0.4748,0.2711107110337435,0.2734438454800723,0.2682358401898207
lfr10k,hope,12,aa,22.04,-1,xgboost,7,0.4904,0.274021621275136,0.2756182582671557,0.2702059852323288
lfr10k,hope,12,aa,22.21,-1,xgboost,8,0.4892,0.2681738169534367,0.275208001951305,0.2688970630283319
lfr10k,hope,12,aa,21.95,-1,xgboost,9,0.4904,0.2713536661318547,0.2791529794187357,0.2709511844102595
lfr10k,hope,14,aa,23.34,-1,xgboost,0,0.5472,0.3282840890311106,0.3221624452732435,0.317947864273258
lfr10k,hope,14,aa,23.58,-1,xgboost,1,0.5368,0.3200609019894238,0.318858212079775,0.315290691447428
lfr10k,hope,14,aa,24.03,-1,xgboost,2,0.5612,0.3103361700810299,0.3176852544617254,0.3112444705484345
lfr10k,hope,14,aa,23.65,-1,xgboost,3,0.5584,0.3073612522312509,0.3104458097379984,0.3070354824225294
lfr10k,hope,14,aa,23.81,-1,xgboost,4,0.5392,0.3020611208418685,0.3095530115672246,0.3035151778271154
lfr10k,hope,14,aa,23.47,-1,xgboost,5,0.554,0.3013801716109032,0.30887247645777,0.3032733871207216
lfr10k,hope,14,aa,23.13,-1,xgboost,6,0.5328,0.3076897953749771,0.3112918182206781,0.3066766028486969
lfr10k,hope,14,aa,23.19,-1,xgboost,7,0.5584,0.3138257297778302,0.315975958627062,0.308640375906427
lfr10k,hope,14,aa,23.3,-1,xgboost,8,0.5484,0.3061137322328551,0.3120990197067868,0.3056981179669158
lfr10k,hope,14,aa,23.4,-1,xgboost,9,0.5528,0.3127008190500367,0.3188806863660758,0.3115888659692217
lfr10k,hope,16,aa,23.91,-1,xgboost,0,0.5712,0.3368846231407336,0.3429503516615149,0.3359383960695278
lfr10k,hope,16,aa,23.66,-1,xgboost,1,0.5668,0.3396992466323383,0.3498956072367045,0.341489413408178
lfr10k,hope,16,aa,23.86,-1,xgboost,2,0.578,0.3329415873233272,0.331866738958929,0.3283909945397479
lfr10k,hope,16,aa,24.96,-1,xgboost,3,0.58,0.3241649383455902,0.3279698719314834,0.3240090952728869
lfr10k,hope,16,aa,23.68,-1,xgboost,4,0.5676,0.3201029986072163,0.3287117992775271,0.3215788873706617
lfr10k,hope,16,aa,23.92,-1,xgboost,5,0.5812,0.3199909468971905,0.3291299500507233,0.3225764441455173
lfr10k,hope,16,aa,24.67,-1,xgboost,6,0.564,0.3392526002299408,0.3406801945130492,0.3362306016025919
lfr10k,hope,16,aa,23.82,-1,xgboost,7,0.5768,0.3258310815711316,0.3343719059817135,0.3259263150362549
lfr10k,hope,16,aa,23.69,-1,xgboost,8,0.5772,0.3418877568212007,0.3351139622222537,0.3330357032128924
lfr10k,hope,16,aa,24.04,-1,xgboost,9,0.5852,0.3362260260100895,0.3411417982215822,0.3345890359870903
lfr10k,hope,18,aa,25.57,-1,xgboost,0,0.5984,0.3523550705780344,0.3601461374917956,0.3526187212049392
lfr10k,hope,18,aa,25.36,-1,xgboost,1,0.59,0.3636751402427384,0.3677467172739384,0.3616021297499202
lfr10k,hope,18,aa,25.45,-1,xgboost,2,0.6152,0.3511169648287525,0.3561069274377652,0.3512865206194675
lfr10k,hope,18,aa,25.38,-1,xgboost,3,0.6092,0.3549943710360286,0.3520516162500506,0.3489997851612208
lfr10k,hope,18,aa,25.47,-1,xgboost,4,0.606,0.3562116825686345,0.362180263241672,0.3556516040116381
lfr10k,hope,18,aa,25.5,-1,xgboost,5,0.5988,0.3448041697601419,0.3489287205747338,0.3447203587995868
lfr10k,hope,18,aa,25.12,-1,xgboost,6,0.5864,0.3687329225970809,0.3646249202764692,0.36078357338092
lfr10k,hope,18,aa,25.35,-1,xgboost,7,0.6156,0.3609121264169374,0.3670452492707773,0.3593780817511693
lfr10k,hope,18,aa,25.22,-1,xgboost,8,0.5992,0.3491294316171262,0.3491184883474418,0.3448024947454595
lfr10k,hope,18,aa,25.5,-1,xgboost,9,0.6008,0.3477802578990179,0.3558347945451032,0.3478429518906669
lfr10k,hope,20,aa,25.35,-1,xgboost,0,0.63,0.3843566886087753,0.3890545339666323,0.3817909563193726
lfr10k,hope,20,aa,25.28,-1,xgboost,1,0.6188,0.3783142349279885,0.382460116835966,0.3747004329150612
lfr10k,hope,20,aa,25.92,-1,xgboost,2,0.6404,0.378202595233854,0.3831118219176634,0.3771586916937443
lfr10k,hope,20,aa,26.02,-1,xgboost,3,0.6288,0.3701742709477731,0.3708967753099416,0.3682083094374276
lfr10k,hope,20,aa,26.62,-1,xgboost,4,0.6292,0.375560806442168,0.3806234717569681,0.3729532228612632
lfr10k,hope,20,aa,25.95,-1,xgboost,5,0.636,0.3649719530739825,0.3737798821696328,0.366979909247174
lfr10k,hope,20,aa,25.23,-1,xgboost,6,0.616,0.3729680997792245,0.3837581965950872,0.3750077269458811
lfr10k,hope,20,aa,25.93,-1,xgboost,7,0.6412,0.377285549470239,0.3904093213047027,0.3805664184210131
lfr10k,hope,20,aa,25.86,-1,xgboost,8,0.632,0.372022021714135,0.3772670918284522,0.3718763031933839
lfr10k,hope,20,aa,25.6,-1,xgboost,9,0.6336,0.3715081942903059,0.3859031919930087,0.3755941757880538
lfr10k,hope,22,aa,26.82,-1,xgboost,0,0.6572,0.4125308501811024,0.4104452968908188,0.40740686543693
lfr10k,hope,22,aa,25.51,-1,xgboost,1,0.648,0.3874396588027848,0.3979495337683461,0.3898702219810941
lfr10k,hope,22,aa,25.96,-1,xgboost,2,0.6648,0.3993600709412832,0.4014775247143023,0.3971808952142663
lfr10k,hope,22,aa,26.34,-1,xgboost,3,0.6656,0.4001172669503572,0.4049093602371373,0.4004566776556414
lfr10k,hope,22,aa,26.3,-1,xgboost,4,0.6512,0.4067080098921308,0.4031155374280231,0.4002724883320657
lfr10k,hope,22,aa,26.11,-1,xgboost,5,0.6772,0.4079573796234993,0.4097281712077476,0.4059532317101166
lfr10k,hope,22,aa,25.77,-1,xgboost,6,0.6496,0.4123137965408741,0.4112594878723289,0.4070423382719382
lfr10k,hope,22,aa,25.79,-1,xgboost,7,0.6712,0.4062902656520674,0.412812939110384,0.4081168201916076
lfr10k,hope,22,aa,25.75,-1,xgboost,8,0.6652,0.4069650581263571,0.4063469778350229,0.4036478812725999
lfr10k,hope,22,aa,25.76,-1,xgboost,9,0.6696,0.4069390159442735,0.4159283551936965,0.4080096213738378
lfr10k,hope,24,aa,25.92,-1,xgboost,0,0.6692,0.4172358788737824,0.4160433975846732,0.410820556457834
lfr10k,hope,24,aa,26.49,-1,xgboost,1,0.6672,0.4099001642329121,0.4202029178500681,0.4126986240055337
lfr10k,hope,24,aa,26.72,-1,xgboost,2,0.6856,0.4069258628586195,0.4150549686952328,0.4098017268568782
lfr10k,hope,24,aa,26.45,-1,xgboost,3,0.6812,0.4113624345200428,0.4148630283590219,0.4111433986994983
lfr10k,hope,24,aa,26.1,-1,xgboost,4,0.67,0.410583488341433,0.4201820133909243,0.4135378826950302
lfr10k,hope,24,aa,26.2,-1,xgboost,5,0.6792,0.4051457391835464,0.4087606612597522,0.4041928202527904
lfr10k,hope,24,aa,25.89,-1,xgboost,6,0.6564,0.4018705321928789,0.4056771881791003,0.4009833886243499
lfr10k,hope,24,aa,26.05,-1,xgboost,7,0.6892,0.4280801926308395,0.4317325659650609,0.4268765354009637
lfr10k,hope,24,aa,26.62,-1,xgboost,8,0.6784,0.4094294317051365,0.4135825033176826,0.4082350831374725
lfr10k,hope,24,aa,26.63,-1,xgboost,9,0.682,0.4203995314468719,0.4236963856201599,0.4171465337895926
lfr10k,hope,26,aa,27.24,-1,xgboost,0,0.6928,0.4435286347779692,0.4450887395497198,0.4402013253841837
lfr10k,hope,26,aa,27.83,-1,xgboost,1,0.6872,0.4255367848517092,0.4353343964999783,0.4282400441736844
lfr10k,hope,26,aa,27.04,-1,xgboost,2,0.6996,0.4328163694582352,0.4285422637313892,0.4260143446640456
lfr10k,hope,26,aa,26.87,-1,xgboost,3,0.7016,0.4298800401710324,0.4311788531890561,0.4288767180646481
lfr10k,hope,26,aa,26.76,-1,xgboost,4,0.6856,0.4291820148996465,0.4373426766682375,0.4302750291337817
lfr10k,hope,26,aa,26.57,-1,xgboost,5,0.6956,0.4223447937143426,0.4248506222049468,0.4215532763935748
lfr10k,hope,26,aa,26.53,-1,xgboost,6,0.6876,0.4444744227803311,0.4483079434667696,0.4429074827423796
lfr10k,hope,26,aa,26.55,-1,xgboost,7,0.7024,0.4353281132969671,0.4429281669555418,0.4366693821904049
lfr10k,hope,26,aa,26.84,-1,xgboost,8,0.6952,0.4253139280626083,0.4327270246100337,0.4265947173667384
lfr10k,hope,26,aa,26.3,-1,xgboost,9,0.7024,0.4335828220467835,0.4440356312742254,0.4360416213948963
lfr10k,hope,28,aa,26.34,-1,xgboost,0,0.7108,0.4437336419296588,0.4515759132021323,0.443764722413497
lfr10k,hope,28,aa,26.08,-1,xgboost,1,0.7032,0.4330041386673694,0.4478736127456038,0.4384140067088684
lfr10k,hope,28,aa,27.07,-1,xgboost,2,0.722,0.4454857187083735,0.4509889549212763,0.4459637784898676
lfr10k,hope,28,aa,28.28,-1,xgboost,3,0.7216,0.455050959217595,0.4534840727079982,0.4506018510170065
lfr10k,hope,28,aa,26.96,-1,xgboost,4,0.7044,0.4351216938001446,0.4478956211410576,0.4394997669223968
