graph,emb,dim,param,exec_time,landmarks,best_alpha,best_div,best_div_ext,best_div_int,best_alpha_auc,best_auc,best_auc_err
sbm10k,n2v,28,9,71.42,1500,3.75,0.0019326148010475,0.0,0.0,5.0,0.0909999999999999,0.0126050249979918
sbm10k,n2v,30,9,86.5,1500,3.5,0.0004068757302061,0.0,0.0,6.25,0.0889999999999999,0.0124794448273951
sbm10k,n2v,32,9,77.92,1500,3.5,0.0005658149147917,0.0,0.0,5.75,0.0809999999999999,0.011957526132106
sbm10k,n2v,2,9,66.57,1600,2.0,0.1341099048605599,0.0,0.0,4.25,0.3165,0.0203843651409603
sbm10k,n2v,4,9,65.29,1600,4.75,0.1105072085891491,0.0,0.0,4.5,0.2534999999999999,0.0190653578565942
sbm10k,n2v,6,9,75.52,1600,6.25,0.0728084043661124,0.0,0.0,4.5,0.2125,0.0179285770489461
sbm10k,n2v,8,9,73.19,1600,6.5,0.0417682158766436,0.0,0.0,5.5,0.2095,0.0178354480683833
sbm10k,n2v,10,9,76.61,1600,5.5,0.0281601842917812,0.0,0.0,5.5,0.1735,0.016596336891013
sbm10k,n2v,12,9,79.23,1600,5.25,0.0192090902119117,0.0,0.0,5.5,0.1574999999999999,0.0159649038518871
sbm10k,n2v,14,9,67.71,1600,5.0,0.0133093220967709,0.0,0.0,4.5,0.1434999999999999,0.0153649343050987
sbm10k,n2v,16,9,73.58,1600,5.25,0.008521822700903,0.0,0.0,3.5,0.1414999999999999,0.0152752892673101
sbm10k,n2v,18,9,69.73,1600,4.75,0.0080136776548537,0.0,0.0,5.25,0.1334999999999999,0.0149061672538583
sbm10k,n2v,20,9,66.14,1600,4.5,0.0074770987743383,0.0,0.0,4.75,0.1085,0.0136306515691657
sbm10k,n2v,22,9,69.21,1600,4.25,0.0058237335432144,0.0,0.0,4.25,0.1075,0.0135752994442111
sbm10k,n2v,24,9,89.55,1600,4.25,0.0044771818918141,0.0,0.0,8.25,0.0985,0.0130599662403851
sbm10k,n2v,26,9,73.63,1600,3.75,0.0032828285029239,0.0,0.0,5.25,0.0949999999999999,0.0128507112643619
sbm10k,n2v,28,9,81.39,1600,3.75,0.0019388145039014,0.0,0.0,6.75,0.0879999999999999,0.0124159463916368
sbm10k,n2v,30,9,71.14,1600,3.5,0.0006523664478848,0.0,0.0,4.25,0.0879999999999999,0.0124159463916368
sbm10k,n2v,32,9,80.54,1600,3.5,0.0005513378056727,0.0,0.0,5.75,0.0809999999999999,0.011957526132106
sbm10k,n2v,2,9,69.29,1700,2.0,0.1341105918925768,0.0,0.0,4.25,0.3155,0.0203670196101442
sbm10k,n2v,4,9,70.32,1700,4.75,0.1105512438182172,0.0,0.0,6.25,0.2485,0.0189395110338149
sbm10k,n2v,6,9,84.37,1700,6.25,0.0725699532915027,0.0,0.0,4.25,0.2129999999999999,0.0179439578911677
sbm10k,n2v,8,9,83.78,1700,6.5,0.0419209241325028,0.0,0.0,5.5,0.2089999999999999,0.0178197849369738
