graph,emb,dim,param,exec_time,landmarks,best_alpha,best_div,best_div_ext,best_div_int,best_alpha_auc,best_auc,best_auc_err
sbm10k,hope,24,katz,47.66,150,3.75,0.0780073488903208,0.0,0.0,7.25,0.2614999999999999,0.0192598176055745
sbm10k,hope,26,katz,47.84,150,3.75,0.0732824286865244,0.0,0.0,7.0,0.2614999999999999,0.0192598176055745
sbm10k,hope,28,katz,46.95,150,3.5,0.0676287730266479,0.0,0.0,6.25,0.261,0.0192479085409298
sbm10k,hope,30,katz,46.08,150,4.0,0.0619676033577713,0.0,0.0,6.25,0.253,0.0190529239960694
sbm10k,hope,32,katz,48.09,150,3.75,0.0574785525257873,0.0,0.0,8.0,0.248,0.0189267407865168
sbm10k,hope,2,ppr,46.92,150,10.0,0.1370184199136561,0.0,0.0,1.5,0.426,0.021672141084812
sbm10k,hope,4,ppr,46.12,150,4.5,0.1289740673354908,0.0,0.0,6.0,0.3325,0.0206472650731277
sbm10k,hope,6,ppr,45.5,150,3.0,0.1263980901880904,0.0,0.0,3.0,0.3309999999999999,0.0206237734471652
sbm10k,hope,8,ppr,48.01,150,3.5,0.118908699015016,0.0,0.0,4.0,0.3225,0.0204861610605794
sbm10k,hope,10,ppr,46.72,150,4.0,0.1104379326855233,0.0,0.0,4.0,0.3045,0.0201689499925008
sbm10k,hope,12,ppr,45.74,150,4.25,0.1003166436398759,0.0,0.0,5.25,0.285,0.0197841102908369
sbm10k,hope,14,ppr,45.62,150,4.5,0.0949272270722871,0.0,0.0,5.5,0.2764999999999999,0.0196023396103628
sbm10k,hope,16,ppr,47.0,150,4.25,0.0873845546692316,0.0,0.0,4.5,0.2544999999999999,0.0190901258193863
sbm10k,hope,18,ppr,49.44,150,4.0,0.0842547245988465,0.0,0.0,4.25,0.246,0.0188753189959799
sbm10k,hope,20,ppr,49.03,150,3.75,0.0809267499151067,0.0,0.0,5.0,0.237,0.0186370648118205
sbm10k,hope,22,ppr,46.15,150,3.75,0.0746057035316228,0.0,0.0,4.5,0.2305,0.0184578388713305
sbm10k,hope,24,ppr,48.39,150,4.0,0.0672980375166783,0.0,0.0,4.5,0.2195,0.0181403135529681
sbm10k,hope,26,ppr,50.57,150,3.75,0.0633369510453859,0.0,0.0,7.25,0.2165,0.0180505119650385
sbm10k,hope,28,ppr,48.76,150,3.75,0.0567313704839357,0.0,0.0,5.0,0.2165,0.0180505119650385
sbm10k,hope,30,ppr,50.88,150,3.75,0.0538475296870112,0.0,0.0,4.5,0.2119999999999999,0.0179131561931447
sbm10k,hope,32,ppr,49.01,150,3.5,0.0491363778020801,0.0,0.0,5.5,0.2075,0.017772550604795
lfr10k,n2v,2,1,45.88,270,1.25,0.1592187160345776,0.0,0.0,2.75,0.1725,0.0165584478439254
lfr10k,n2v,4,1,45.94,270,2.75,0.1391535629638432,0.0,0.0,3.0,0.1464999999999999,0.0154975001274399
lfr10k,n2v,6,1,45.09,270,4.75,0.0898230232254873,0.0,0.0,4.5,0.1294999999999999,0.0147150026775396
lfr10k,n2v,8,1,47.68,270,4.5,0.0593951721303043,0.0,0.0,3.0,0.1235,0.0144195103314918
lfr10k,n2v,10,1,47.37,270,3.75,0.0455236607776626,0.0,0.0,3.0,0.1205,0.0142676523576936
lfr10k,n2v,12,1,47.35,270,3.75,0.0325784997068827,0.0,0.0,3.5,0.1109999999999999,0.0137674479552312
lfr10k,n2v,14,1,49.32,270,3.75,0.0246062436666692,0.0,0.0,4.5,0.1145,0.0139552653790603
lfr10k,n2v,16,1,49.05,270,3.75,0.0180920068283374,0.0,0.0,4.0,0.1059999999999999,0.0134915785288453
lfr10k,n2v,18,1,48.57,270,3.75,0.0133842804340721,0.0,0.0,4.25,0.1059999999999999,0.0134915785288453
lfr10k,n2v,20,1,48.76,270,4.0,0.010365159357743,0.0,0.0,4.75,0.1005,0.013177247049365
lfr10k,n2v,22,1,47.65,270,3.75,0.0071808191117749,0.0,0.0,8.25,0.0939999999999999,0.0127899574354256
lfr10k,n2v,24,1,48.99,270,4.0,0.0062728844635897,0.0,0.0,5.25,0.0879999999999999,0.0124159463916368
lfr10k,n2v,26,1,51.09,270,4.25,0.0047486149449458,0.0,0.0,9.75,0.0885,0.0124477553880207
lfr10k,n2v,28,1,49.61,270,4.25,0.0036912350128551,0.0,0.0,7.75,0.0855,0.0122550753486055
lfr10k,n2v,30,1,50.89,270,4.25,0.0028582880434419,0.0,0.0,8.25,0.0859999999999999,0.0122874962136311
lfr10k,n2v,32,1,55.3,270,4.5,0.0023729600539006,0.0,0.0,7.0,0.0879999999999999,0.0124159463916368
sbm10k,n2v,2,1,47.81,150,1.75,0.1341691827908846,0.0,0.0,3.5,0.3259999999999999,0.0205437547493149
sbm10k,n2v,4,1,47.87,150,3.25,0.1105770804358121,0.0,0.0,7.5,0.2534999999999999,0.0190653578565942
sbm10k,n2v,6,1,48.6,150,4.5,0.068194884673953,0.0,0.0,6.0,0.2175,0.0180806016216275
sbm10k,n2v,8,1,47.19,150,4.75,0.0394112096024782,0.0,0.0,3.25,0.2115,0.0178976952203349
sbm10k,n2v,10,1,46.88,150,4.0,0.0278662874400571,0.0,0.0,4.25,0.179,0.016801156126886
sbm10k,n2v,12,1,47.4,150,3.75,0.0204253380567825,0.0,0.0,4.0,0.1725,0.0165584478439254
sbm10k,n2v,14,1,47.86,150,3.5,0.0171600201807782,0.0,0.0,6.25,0.1474999999999999,0.0155411902697315
sbm10k,n2v,16,1,49.78,150,3.5,0.0107357617860305,0.0,0.0,5.75,0.1454999999999999,0.0154535621718748
sbm10k,n2v,18,1,50.24,150,3.25,0.009165270577906,0.0,0.0,5.5,0.129,0.014690785111763
sbm10k,n2v,20,1,52.38,150,3.0,0.0091021140090162,0.0,0.0,4.75,0.133,0.0148825188997024
sbm10k,n2v,22,1,51.79,150,2.75,0.0081448994092286,0.0,0.0,4.25,0.1254999999999999,0.01451920520552
sbm10k,n2v,24,1,48.51,150,2.5,0.0067969998551812,0.0,0.0,4.75,0.1139999999999999,0.0139286928029876
sbm10k,n2v,26,1,50.23,150,2.5,0.0043899714086057,0.0,0.0,4.5,0.0985,0.0130599662403851
sbm10k,n2v,28,1,54.68,150,2.0,0.0037291807811525,0.0,0.0,3.5,0.1025,0.0132929152182657
sbm10k,n2v,30,1,49.82,150,2.0,0.0023035478454963,0.0,0.0,3.5,0.0975,0.0130007074807488
sbm10k,n2v,32,1,50.44,150,1.75,0.0009853695802396,0.0,0.0,3.0,0.0955,0.0128809248037553
lfr10k,hope,2,katz,49.89,270,5.75,0.1500026946656444,0.0,0.0,3.0,0.1885,0.0171411917380326
lfr10k,hope,4,katz,52.67,270,7.0,0.1432921747927648,0.0,0.0,3.25,0.1875,0.0171061940536169
lfr10k,hope,6,katz,53.31,270,7.25,0.1358672780034495,0.0,0.0,3.0,0.185,0.017017891173703
lfr10k,hope,8,katz,49.91,270,6.25,0.1305444966815507,0.0,0.0,4.25,0.1815,0.0168922978365881
lfr10k,hope,10,katz,52.39,270,6.0,0.1243702406806127,0.0,0.0,4.25,0.1805,0.0168559857558079
lfr10k,hope,12,katz,50.64,270,6.5,0.1192704644782619,0.0,0.0,3.5,0.18,0.0168377575704129
lfr10k,hope,14,katz,53.02,270,6.5,0.1126503362064944,0.0,0.0,3.5,0.178,0.0167643601965598
lfr10k,hope,16,katz,53.18,270,6.25,0.1076384362089278,0.0,0.0,3.25,0.1795,0.0168194810799857
lfr10k,hope,18,katz,55.26,270,6.5,0.1016792844807365,0.0,0.0,3.5,0.1785,0.0167827825523659
lfr10k,hope,20,katz,49.17,270,6.75,0.0976733094399066,0.0,0.0,2.5,0.1795,0.0168194810799857
lfr10k,hope,22,katz,51.36,270,6.5,0.0932368380762082,0.0,0.0,2.5,0.178,0.0167643601965598
lfr10k,hope,24,katz,53.13,270,6.5,0.0877027264797225,0.0,0.0,2.75,0.1745,0.0166340241613387
lfr10k,hope,26,katz,51.21,270,6.5,0.0827860502061485,0.0,0.0,3.5,0.173,0.0165774176758625
lfr10k,hope,28,katz,59.14,270,6.25,0.0797364706234752,0.0,0.0,3.75,0.172,0.0165394272210376
lfr10k,hope,30,katz,53.24,270,6.5,0.07510017058272,0.0,0.0,3.5,0.167,0.0163463882493962
lfr10k,hope,32,katz,60.12,270,6.75,0.0702273349121648,0.0,0.0,3.5,0.165,0.016267704816599
sbm10k,n2v,2,9,54.62,150,1.75,0.1341092474991778,0.0,0.0,4.5,0.3139999999999999,0.0203407965232436
sbm10k,n2v,4,9,52.84,150,3.5,0.1095593323639938,0.0,0.0,5.75,0.2564999999999999,0.0191392645156495
sbm10k,n2v,6,9,49.96,150,4.5,0.0702899475550265,0.0,0.0,4.5,0.2135,0.0179592988226155
sbm10k,n2v,8,9,49.37,150,4.5,0.0406070698067073,0.0,0.0,5.5,0.2049999999999999,0.0176930037020286
sbm10k,n2v,10,9,53.79,150,4.0,0.0285398416802303,0.0,0.0,5.0,0.1735,0.016596336891013
sbm10k,n2v,12,9,53.51,150,3.75,0.0210016763078951,0.0,0.0,4.25,0.1704999999999999,0.0164820588459087
sbm10k,n2v,14,9,50.99,150,3.5,0.0146751601609177,0.0,0.0,4.75,0.1554999999999999,0.0158820331129235
sbm10k,n2v,16,9,53.92,150,3.5,0.0096672978173819,0.0,0.0,5.75,0.1464999999999999,0.0154975001274399
sbm10k,n2v,18,9,50.06,150,3.25,0.0092130471026004,0.0,0.0,4.5,0.142,0.0152977968609862
sbm10k,n2v,20,9,53.57,150,3.0,0.0091175235065888,0.0,0.0,5.0,0.119,0.0141906571799899
sbm10k,n2v,22,9,52.11,150,3.0,0.0069975367470813,0.0,0.0,4.25,0.1129999999999999,0.013875291160909
sbm10k,n2v,24,9,53.76,150,2.75,0.0059340462230663,0.0,0.0,5.25,0.1045,0.0134070124860089
sbm10k,n2v,26,9,54.92,150,2.5,0.0046834974591942,0.0,0.0,3.75,0.1005,0.013177247049365
sbm10k,n2v,28,9,57.32,150,2.25,0.003819521134309,0.0,0.0,3.75,0.1029999999999999,0.0133215852209862
sbm10k,n2v,30,9,56.16,150,1.75,0.0019139619859488,0.0,0.0,3.5,0.1075,0.0135752994442111
sbm10k,n2v,32,9,55.46,150,1.75,0.0008139609100605,0.0,0.0,3.0,0.0959999999999999,0.0129110304468698
lfr10k,hope,2,ppr,48.6,270,10.0,0.1579661161835947,0.0,0.0,0.25,0.2029999999999999,0.0176286174386989
lfr10k,hope,4,ppr,47.46,270,5.0,0.158601928979196,0.0,0.0,1.5,0.1999999999999999,0.0175307729435983
lfr10k,hope,6,ppr,47.56,270,7.5,0.1523432905243272,0.0,0.0,0.75,0.1995,0.0175143164240001
lfr10k,hope,8,ppr,46.91,270,8.0,0.1451613568107513,0.0,0.0,1.75,0.1969999999999999,0.0174313875752907
lfr10k,hope,10,ppr,47.89,270,7.75,0.1411250245253841,0.0,0.0,1.5,0.1969999999999999,0.0174313875752907
lfr10k,hope,12,ppr,48.38,270,7.0,0.1390859109107817,0.0,0.0,0.75,0.1955,0.0173811088196351
lfr10k,hope,14,ppr,51.45,270,7.0,0.1352038175587706,0.0,0.0,3.5,0.1885,0.0171411917380326
lfr10k,hope,16,ppr,48.99,270,6.75,0.1313028537280089,0.0,0.0,3.5,0.183,0.0169464075485042
lfr10k,hope,18,ppr,48.59,270,7.25,0.1254237010072001,0.0,0.0,4.5,0.179,0.016801156126886
lfr10k,hope,20,ppr,51.5,270,7.5,0.119254206058116,0.0,0.0,4.0,0.1785,0.0167827825523659
lfr10k,hope,22,ppr,48.24,270,7.5,0.115009640004349,0.0,0.0,4.5,0.171,0.0165012328993927
lfr10k,hope,24,ppr,47.81,270,7.75,0.1093252965375083,0.0,0.0,4.5,0.168,0.0163854124391179
lfr10k,hope,26,ppr,48.91,270,8.0,0.102497058372637,0.0,0.0,4.5,0.1654999999999999,0.0162874555348587
lfr10k,hope,28,ppr,48.11,270,8.75,0.0931837890411169,0.0,0.0,4.25,0.1624999999999999,0.0161681438328584
lfr10k,hope,30,ppr,50.03,270,9.0,0.0860141071705287,0.0,0.0,4.0,0.159,0.0160264610940781
lfr10k,hope,32,ppr,55.35,270,9.0,0.0795817091998313,0.0,0.0,4.25,0.16,0.0160672188010246
nlfr10k,hope,2,katz,49.05,375,7.5,0.3551549821321548,0.0,0.0,4.75,0.2975,0.0200358477484732
nlfr10k,hope,4,katz,48.52,375,10.0,0.3497271119936821,0.0,0.0,10.0,0.284,0.0197631767486909
nlfr10k,hope,6,katz,48.32,375,10.0,0.3459084060382436,0.0,0.0,10.0,0.2714999999999999,0.0194912983200196
nlfr10k,hope,8,katz,47.79,375,10.0,0.3426860946652234,0.0,0.0,9.75,0.268,0.0194117196765253
nlfr10k,hope,10,katz,46.57,375,10.0,0.3404321452721799,0.0,0.0,9.75,0.2654999999999999,0.0193539331351536
nlfr10k,hope,12,katz,46.88,375,10.0,0.3368475949270129,0.0,0.0,9.75,0.261,0.0192479085409298
nlfr10k,hope,14,katz,47.42,375,10.0,0.3337591498979986,0.0,0.0,9.75,0.2594999999999999,0.0192119870861917
nlfr10k,hope,16,katz,47.23,375,10.0,0.3324654948173154,0.0,0.0,10.0,0.2524999999999999,0.019040456795991
nlfr10k,hope,18,katz,51.62,375,10.0,0.3313616405335186,0.0,0.0,10.0,0.245,0.0188494026430547
nlfr10k,hope,20,katz,49.06,375,10.0,0.3303699542589711,0.0,0.0,10.0,0.243,0.0187971561891686
nlfr10k,hope,22,katz,53.51,375,10.0,0.3276538635552881,0.0,0.0,10.0,0.238,0.0186640993567865
nlfr10k,hope,24,katz,49.21,375,10.0,0.3267769989125827,0.0,0.0,10.0,0.2325,0.0185136370008704
nlfr10k,hope,26,katz,49.49,375,10.0,0.3259623984508035,0.0,0.0,9.75,0.2309999999999999,0.0184718431998542
nlfr10k,hope,28,katz,48.72,375,10.0,0.325252346224369,0.0,0.0,9.75,0.2315,0.0184858109424498
nlfr10k,hope,30,katz,52.36,375,10.0,0.322546478797278,0.0,0.0,10.0,0.2275,0.0183730398954555
nlfr10k,hope,32,katz,52.2,375,10.0,0.3203085799205558,0.0,0.0,9.75,0.2259999999999999,0.0183301396394026
nlfr10k,hope,2,ppr,52.97,375,10.0,0.3477101268813417,0.0,0.0,1.5,0.2804999999999999,0.0196889658387635
nlfr10k,hope,4,ppr,49.76,375,10.0,0.3300487750535726,0.0,0.0,8.25,0.259,0.0191999483124304
nlfr10k,hope,6,ppr,50.0,375,10.0,0.309281143237209,0.0,0.0,6.25,0.2544999999999999,0.0190901258193863
nlfr10k,hope,8,ppr,53.0,375,8.75,0.2923661966565281,0.0,0.0,10.0,0.2339999999999999,0.0185551037507204
nlfr10k,hope,10,ppr,52.45,375,8.5,0.2794421456973711,0.0,0.0,8.0,0.2099999999999999,0.0178510705561319
nlfr10k,hope,12,ppr,51.41,375,8.0,0.2661502647581908,0.0,0.0,6.75,0.2099999999999999,0.0178510705561319
nlfr10k,hope,14,ppr,51.49,375,7.75,0.2576825034199577,0.0,0.0,6.5,0.1919999999999999,0.0172622486600095
nlfr10k,hope,16,ppr,54.2,375,7.75,0.2396950413584902,0.0,0.0,7.0,0.1875,0.0171061940536169
nlfr10k,hope,18,ppr,52.08,375,7.5,0.2306746503979157,0.0,0.0,7.0,0.184,0.0169822435266957
nlfr10k,hope,20,ppr,52.27,375,7.25,0.2233525461157225,0.0,0.0,6.75,0.176,0.0166901797234182
nlfr10k,hope,22,ppr,53.11,375,7.25,0.2147397556034287,0.0,0.0,6.5,0.1674999999999999,0.0163659266465421
nlfr10k,hope,24,ppr,54.76,375,7.5,0.2057585315492405,0.0,0.0,6.75,0.1574999999999999,0.0159649038518871
nlfr10k,hope,26,ppr,57.9,375,7.25,0.1991184931658527,0.0,0.0,7.0,0.155,0.0158611720878376
nlfr10k,hope,28,ppr,52.9,375,7.25,0.1920514473734216,0.0,0.0,6.5,0.146,0.0154755622579601
nlfr10k,hope,30,ppr,54.44,375,7.25,0.1885370393367197,0.0,0.0,5.0,0.139,0.0151617750675836
nlfr10k,hope,32,ppr,55.03,375,7.75,0.1771924292170557,0.0,0.0,4.75,0.1294999999999999,0.0147150026775396
nlfr10k,hope,2,aa,47.26,375,5.25,0.3452893618788341,0.0,0.0,2.5,0.2704999999999999,0.0194687180831199
nlfr10k,hope,4,aa,47.86,375,10.0,0.3234850275294089,0.0,0.0,4.5,0.267,0.0193887000286249
nlfr10k,hope,6,aa,49.98,375,10.0,0.2998966842819971,0.0,0.0,4.75,0.2654999999999999,0.0193539331351536
nlfr10k,hope,8,aa,48.18,375,10.0,0.2916573991621766,0.0,0.0,4.75,0.2654999999999999,0.0193539331351536
nlfr10k,hope,10,aa,47.47,375,10.0,0.2766497340180949,0.0,0.0,4.5,0.2514999999999999,0.0190154221146941
nlfr10k,hope,12,aa,48.42,375,10.0,0.2664098383273808,0.0,0.0,4.75,0.246,0.0188753189959799
nlfr10k,hope,14,aa,49.28,375,10.0,0.2557005972467239,0.0,0.0,4.0,0.246,0.0188753189959799
nlfr10k,hope,16,aa,48.11,375,10.0,0.2450070410137966,0.0,0.0,3.75,0.2405,0.018731066381816
nlfr10k,hope,18,aa,50.94,375,10.0,0.2344863692504647,0.0,0.0,5.25,0.2315,0.0184858109424498
nlfr10k,hope,20,aa,50.64,375,10.0,0.2264989704093757,0.0,0.0,5.5,0.2259999999999999,0.0183301396394026
nlfr10k,hope,22,aa,50.07,375,10.0,0.2182514561608497,0.0,0.0,5.0,0.2205,0.0181699373636785
nlfr10k,hope,24,aa,49.85,375,10.0,0.2108622764188564,0.0,0.0,4.25,0.2175,0.0180806016216275
nlfr10k,hope,26,aa,51.62,375,10.0,0.2030001044947049,0.0,0.0,5.75,0.2079999999999999,0.0177883363134386
nlfr10k,hope,28,aa,51.75,375,10.0,0.1972123623290818,0.0,0.0,5.25,0.2035,0.017644776853222
nlfr10k,hope,30,aa,52.72,375,10.0,0.1918054577048761,0.0,0.0,5.25,0.1985,0.0174812745015916
nlfr10k,hope,32,aa,52.68,375,10.0,0.1862304608417453,0.0,0.0,5.25,0.1909999999999999,0.0172278871368487
lfr10k,n2v,2,9,62.57,270,2.0,0.1556824557390992,0.0,0.0,3.0,0.168,0.0163854124391179
lfr10k,n2v,4,9,60.72,270,3.5,0.1308149455544736,0.0,0.0,3.25,0.1554999999999999,0.0158820331129235
lfr10k,n2v,6,9,61.52,270,4.0,0.0998425740728595,0.0,0.0,4.0,0.136,0.0150233712328491
lfr10k,n2v,8,9,59.7,270,4.0,0.0735301703161262,0.0,0.0,3.75,0.1254999999999999,0.01451920520552
lfr10k,n2v,10,9,56.33,270,3.75,0.0525510436685803,0.0,0.0,4.5,0.1145,0.0139552653790603
lfr10k,n2v,12,9,56.64,270,4.0,0.038036823668586,0.0,0.0,4.25,0.1119999999999999,0.0138215442263156
lfr10k,n2v,14,9,61.91,270,3.75,0.0267916476890661,0.0,0.0,3.75,0.12,0.0142420672656746
lfr10k,n2v,16,9,57.18,270,4.0,0.0199320772294113,0.0,0.0,7.75,0.0989999999999999,0.0130894399880208
lfr10k,n2v,18,9,63.44,270,3.75,0.014510796174522,0.0,0.0,5.75,0.1009999999999999,0.0132063136112997
lfr10k,n2v,20,9,59.19,270,4.0,0.0114136605820789,0.0,0.0,8.0,0.0965,0.0129410289467259
lfr10k,n2v,22,9,60.27,270,4.0,0.0099814926871634,0.0,0.0,7.0,0.0969999999999999,0.0129709210467105
lfr10k,n2v,24,9,60.28,270,4.0,0.0070380374276835,0.0,0.0,7.25,0.0915,0.0126361300325693
lfr10k,n2v,26,9,59.67,270,4.25,0.0058458974538197,0.0,0.0,10.0,0.0845,0.0121898567587974
lfr10k,n2v,28,9,58.48,270,4.25,0.0047263980306521,0.0,0.0,9.75,0.0869999999999999,0.012351966029746
lfr10k,n2v,30,9,58.56,270,4.5,0.0034997712278375,0.0,0.0,9.0,0.0829999999999999,0.0120910714496276
lfr10k,n2v,32,9,61.55,270,4.25,0.0029009200538078,0.0,0.0,8.5,0.0845,0.0121898567587974
lfr10k,hope,2,aa,51.79,270,10.0,0.1577211832049123,0.0,0.0,0.5,0.2015,0.0175798861827942
lfr10k,hope,4,aa,50.85,270,10.0,0.1428331319486167,0.0,0.0,2.75,0.1985,0.0174812745015916
