graph,emb,dim,param,exec_time,landmarks,model,clusters,iter,ami,apr
sbm10k,n2v,26,1,1.38,-1,kmeans,30,18,0.9995958777592828,0.999596570870994
sbm10k,n2v,26,1,1.11,-1,kmeans,30,19,0.9995958777592828,0.999596570870994
sbm10k,n2v,28,1,1.11,-1,kmeans,30,0,0.9993923462307164,0.9993854093632912
sbm10k,n2v,28,1,1.32,-1,kmeans,30,1,0.9991898841966592,0.999180424667143
sbm10k,n2v,28,1,1.4,-1,kmeans,30,2,0.9991900603723955,0.9991816640911292
sbm10k,n2v,28,1,1.41,-1,kmeans,30,3,0.988867253253545,0.9613000258988164
sbm10k,n2v,28,1,1.07,-1,kmeans,30,4,0.9991898841966594,0.999180424667143
sbm10k,n2v,28,1,1.45,-1,kmeans,30,5,0.9991898841966592,0.999180424667143
sbm10k,n2v,28,1,1.32,-1,kmeans,30,6,0.9991898841966594,0.999180424667143
sbm10k,n2v,28,1,1.39,-1,kmeans,30,7,0.9993923462307164,0.9993854093632912
sbm10k,n2v,28,1,1.49,-1,kmeans,30,8,0.9991898841966594,0.999180424667143
sbm10k,n2v,28,1,1.08,-1,kmeans,30,9,0.9991898841966594,0.999180424667143
sbm10k,n2v,28,1,1.58,-1,kmeans,30,10,0.9991898841966594,0.999180424667143
sbm10k,n2v,28,1,1.15,-1,kmeans,30,11,0.9993923462307166,0.9993854093632912
sbm10k,n2v,28,1,1.25,-1,kmeans,30,12,0.9886557653558892,0.962209004775598
sbm10k,n2v,28,1,0.89,-1,kmeans,30,13,0.9991898841966592,0.999180424667143
sbm10k,n2v,28,1,1.56,-1,kmeans,30,14,0.9892064289684658,0.9622084731963148
sbm10k,n2v,28,1,1.13,-1,kmeans,30,15,0.9991898841966594,0.999180424667143
sbm10k,n2v,28,1,1.17,-1,kmeans,30,16,0.9991898841966594,0.999180424667143
sbm10k,n2v,28,1,1.14,-1,kmeans,30,17,0.9991898841966596,0.999180424667143
sbm10k,n2v,28,1,1.12,-1,kmeans,30,18,0.9991900603723952,0.9991816640911292
sbm10k,n2v,28,1,1.37,-1,kmeans,30,19,0.9991898841966594,0.999180424667143
sbm10k,n2v,30,1,1.33,-1,kmeans,30,0,0.988975508613494,0.9603529820790456
sbm10k,n2v,30,1,1.43,-1,kmeans,30,1,0.9995958777592828,0.999596570870994
sbm10k,n2v,30,1,1.44,-1,kmeans,30,2,0.9886340814269388,0.9580524448512996
sbm10k,n2v,30,1,1.23,-1,kmeans,30,3,0.9995958777592828,0.999596570870994
sbm10k,n2v,30,1,1.06,-1,kmeans,30,4,0.9995958777592828,0.999596570870994
sbm10k,n2v,30,1,1.28,-1,kmeans,30,5,0.9995958777592828,0.999596570870994
sbm10k,n2v,30,1,1.1,-1,kmeans,30,6,0.9995958777592828,0.999596570870994
sbm10k,n2v,30,1,1.34,-1,kmeans,30,7,0.9995958777592828,0.999596570870994
sbm10k,n2v,30,1,1.46,-1,kmeans,30,8,0.9899007219461458,0.9639860540402224
sbm10k,n2v,30,1,1.61,-1,kmeans,30,9,0.9995958777592828,0.999596570870994
sbm10k,n2v,30,1,1.29,-1,kmeans,30,10,0.9995958777592828,0.999596570870994
sbm10k,n2v,30,1,1.4,-1,kmeans,30,11,0.9995958777592828,0.999596570870994
sbm10k,n2v,30,1,1.33,-1,kmeans,30,12,0.9995958777592828,0.999596570870994
sbm10k,n2v,30,1,1.66,-1,kmeans,30,13,0.9995958777592828,0.999596570870994
sbm10k,n2v,30,1,1.46,-1,kmeans,30,14,0.9995958777592828,0.999596570870994
sbm10k,n2v,30,1,1.14,-1,kmeans,30,15,0.9995958777592828,0.999596570870994
sbm10k,n2v,30,1,1.05,-1,kmeans,30,16,0.9995958777592828,0.999596570870994
sbm10k,n2v,30,1,1.06,-1,kmeans,30,17,0.9995958777592828,0.999596570870994
sbm10k,n2v,30,1,1.38,-1,kmeans,30,18,0.9995958777592828,0.999596570870994
sbm10k,n2v,30,1,1.38,-1,kmeans,30,19,0.9995958777592828,0.999596570870994
sbm10k,n2v,32,1,1.33,-1,kmeans,30,0,0.999191454229386,0.9991922142725612
sbm10k,n2v,32,1,1.27,-1,kmeans,30,1,0.9885760986854628,0.9622479903164384
sbm10k,n2v,32,1,1.39,-1,kmeans,30,2,0.9991914542293856,0.9991922142725612
sbm10k,n2v,32,1,1.46,-1,kmeans,30,3,0.9991914542293856,0.9991922142725612
sbm10k,n2v,32,1,1.36,-1,kmeans,30,4,0.9991914542293856,0.9991922142725612
sbm10k,n2v,32,1,1.61,-1,kmeans,30,5,0.9991914542293856,0.9991922142725612
sbm10k,n2v,32,1,1.26,-1,kmeans,30,6,0.999191454229386,0.9991922142725612
sbm10k,n2v,32,1,1.64,-1,kmeans,30,7,0.9881910038537784,0.9613127488545148
sbm10k,n2v,32,1,1.38,-1,kmeans,30,8,0.9991914542293856,0.9991922142725612
sbm10k,n2v,32,1,1.49,-1,kmeans,30,9,0.9991914542293858,0.9991922142725612
sbm10k,n2v,32,1,1.31,-1,kmeans,30,10,0.9991914542293856,0.9991922142725612
sbm10k,n2v,32,1,1.38,-1,kmeans,30,11,0.9991914542293856,0.9991922142725612
sbm10k,n2v,32,1,1.5,-1,kmeans,30,12,0.988963002151012,0.9628135872614776
sbm10k,n2v,32,1,1.34,-1,kmeans,30,13,0.9991914542293858,0.9991922142725612
sbm10k,n2v,32,1,1.51,-1,kmeans,30,14,0.9991914542293856,0.9991922142725612
sbm10k,n2v,32,1,1.48,-1,kmeans,30,15,0.9991914542293856,0.9991922142725612
sbm10k,n2v,32,1,1.01,-1,kmeans,30,16,0.9991914542293858,0.9991922142725612
sbm10k,n2v,32,1,1.51,-1,kmeans,30,17,0.9991914542293856,0.9991922142725612
sbm10k,n2v,32,1,1.63,-1,kmeans,30,18,0.9991914542293856,0.9991922142725612
sbm10k,n2v,32,1,1.09,-1,kmeans,30,19,0.9991914542293858,0.9991922142725612
lfr10k,n2v,2,0.11,1.14,-1,kmeans,54,0,0.3962007764008647,0.0950567168627116
lfr10k,n2v,2,0.11,1.2,-1,kmeans,54,1,0.3900100566306387,0.0933680550857772
lfr10k,n2v,2,0.11,1.11,-1,kmeans,54,2,0.3936673911692462,0.0951606449933635
lfr10k,n2v,2,0.11,1.43,-1,kmeans,54,3,0.3936423574437087,0.0944763966537733
lfr10k,n2v,2,0.11,1.29,-1,kmeans,54,4,0.3916641964361621,0.0941141422873399
lfr10k,n2v,2,0.11,1.24,-1,kmeans,54,5,0.3904483405253538,0.0923694350128602
lfr10k,n2v,2,0.11,1.03,-1,kmeans,54,6,0.3912104487806443,0.0938044823782987
lfr10k,n2v,2,0.11,1.14,-1,kmeans,54,7,0.3925576644538399,0.0940841001673173
lfr10k,n2v,2,0.11,1.31,-1,kmeans,54,8,0.3928025545846555,0.0938715313230088
lfr10k,n2v,2,0.11,1.4,-1,kmeans,54,9,0.3943507443881167,0.0955588879374958
lfr10k,n2v,2,0.11,1.16,-1,kmeans,54,10,0.392529440146979,0.0938071378090483
lfr10k,n2v,2,0.11,1.21,-1,kmeans,54,11,0.3923752647648899,0.093922597277042
lfr10k,n2v,2,0.11,1.3,-1,kmeans,54,12,0.3925479137738639,0.093942415308604
lfr10k,n2v,2,0.11,1.24,-1,kmeans,54,13,0.3928973068285334,0.0949875844568545
lfr10k,n2v,2,0.11,1.52,-1,kmeans,54,14,0.3913182086884327,0.0932095945212739
lfr10k,n2v,2,0.11,1.18,-1,kmeans,54,15,0.3934984519955402,0.0940908383889209
lfr10k,n2v,2,0.11,1.25,-1,kmeans,54,16,0.3908952534131137,0.0936111886595362
lfr10k,n2v,2,0.11,1.34,-1,kmeans,54,17,0.39397917909459,0.094851703567855
lfr10k,n2v,2,0.11,1.23,-1,kmeans,54,18,0.3915082853383582,0.093555067098327
lfr10k,n2v,2,0.11,1.38,-1,kmeans,54,19,0.3950063139064504,0.0954655724833982
lfr10k,n2v,4,0.11,1.52,-1,kmeans,54,0,0.8945600831405783,0.7985477947664754
lfr10k,n2v,4,0.11,1.53,-1,kmeans,54,1,0.8890461712160533,0.799729826429819
lfr10k,n2v,4,0.11,1.67,-1,kmeans,54,2,0.8897480057043863,0.7929999095737822
lfr10k,n2v,4,0.11,1.66,-1,kmeans,54,3,0.883009870407093,0.7770698629462797
lfr10k,n2v,4,0.11,1.61,-1,kmeans,54,4,0.8861764468039979,0.7807944585702897
lfr10k,n2v,4,0.11,1.44,-1,kmeans,54,5,0.887673577216762,0.7967005780485825
lfr10k,n2v,4,0.11,1.5,-1,kmeans,54,6,0.8882167478833597,0.7942814164939358
lfr10k,n2v,4,0.11,1.62,-1,kmeans,54,7,0.8866604930796971,0.7910353611844104
lfr10k,n2v,4,0.11,1.51,-1,kmeans,54,8,0.9006791693193276,0.8057163969885449
lfr10k,n2v,4,0.11,1.48,-1,kmeans,54,9,0.8948891392222366,0.8196116207334699
lfr10k,n2v,4,0.11,1.5,-1,kmeans,54,10,0.8909536751469457,0.8038830020134937
lfr10k,n2v,4,0.11,1.73,-1,kmeans,54,11,0.8901424396526475,0.7920264552707287
lfr10k,n2v,4,0.11,1.41,-1,kmeans,54,12,0.8956239014939867,0.8088378244488789
lfr10k,n2v,4,0.11,1.6,-1,kmeans,54,13,0.8829050864227225,0.7661115057598963
lfr10k,n2v,4,0.11,1.59,-1,kmeans,54,14,0.8903569990617098,0.770135587633251
lfr10k,n2v,4,0.11,1.62,-1,kmeans,54,15,0.8915280694570752,0.8081779197667104
lfr10k,n2v,4,0.11,1.68,-1,kmeans,54,16,0.8836487469418958,0.7711960728810894
lfr10k,n2v,4,0.11,1.54,-1,kmeans,54,17,0.884442913728709,0.7854152268173463
lfr10k,n2v,4,0.11,1.69,-1,kmeans,54,18,0.8911062200473965,0.7825752034361421
lfr10k,n2v,4,0.11,1.58,-1,kmeans,54,19,0.882138500834414,0.756727841248604
lfr10k,n2v,6,0.11,1.25,-1,kmeans,54,0,0.9796352090722786,0.9430297570893786
lfr10k,n2v,6,0.11,1.62,-1,kmeans,54,1,0.9760895396640468,0.9225340262999134
lfr10k,n2v,6,0.11,1.75,-1,kmeans,54,2,0.9765260486628884,0.9427629214938288
lfr10k,n2v,6,0.11,1.61,-1,kmeans,54,3,0.9826824998634622,0.962736444777527
lfr10k,n2v,6,0.11,1.53,-1,kmeans,54,4,0.9780803922209964,0.9542300158647518
lfr10k,n2v,6,0.11,1.49,-1,kmeans,54,5,0.978452058396602,0.9433847612941818
lfr10k,n2v,6,0.11,1.6,-1,kmeans,54,6,0.9679968093834702,0.904263882494513
lfr10k,n2v,6,0.11,1.6,-1,kmeans,54,7,0.9778976365372888,0.9489060529908871
lfr10k,n2v,6,0.11,1.46,-1,kmeans,54,8,0.9871904643823872,0.9762824556896896
lfr10k,n2v,6,0.11,1.64,-1,kmeans,54,9,0.9823507514446248,0.9615944847902468
lfr10k,n2v,6,0.11,1.28,-1,kmeans,54,10,0.98312180007574,0.9611240218870444
lfr10k,n2v,6,0.11,1.63,-1,kmeans,54,11,0.9811740925638596,0.9569005806049566
lfr10k,n2v,6,0.11,1.4,-1,kmeans,54,12,0.9773582400531194,0.9379300862938846
lfr10k,n2v,6,0.11,1.19,-1,kmeans,54,13,0.96899213337002,0.9060592933744972
lfr10k,n2v,6,0.11,1.4,-1,kmeans,54,14,0.9761463698944074,0.9278921823433636
lfr10k,n2v,6,0.11,1.19,-1,kmeans,54,15,0.9766579043696616,0.9329653226510182
lfr10k,n2v,6,0.11,1.5,-1,kmeans,54,16,0.9775916603663938,0.955978776854179
lfr10k,n2v,6,0.11,1.48,-1,kmeans,54,17,0.9749765503095568,0.9264593816576135
lfr10k,n2v,6,0.11,1.57,-1,kmeans,54,18,0.9765283405921488,0.9372664187312276
lfr10k,n2v,6,0.11,1.57,-1,kmeans,54,19,0.9788403561387924,0.9407466569768366
lfr10k,n2v,8,0.11,1.86,-1,kmeans,54,0,0.9805247440662432,0.9337105089229718
lfr10k,n2v,8,0.11,1.72,-1,kmeans,54,1,0.987121580851838,0.9693900223487224
lfr10k,n2v,8,0.11,2.0,-1,kmeans,54,2,0.9942064287968756,0.9906329632190786
lfr10k,n2v,8,0.11,1.96,-1,kmeans,54,3,0.9901222285161194,0.9792702589096944
lfr10k,n2v,8,0.11,1.87,-1,kmeans,54,4,0.9782047050737208,0.9242149736119828
lfr10k,n2v,8,0.11,1.68,-1,kmeans,54,5,0.9877935267127036,0.9685072767129156
lfr10k,n2v,8,0.11,1.62,-1,kmeans,54,6,0.9904398402194108,0.9819254728510745
lfr10k,n2v,8,0.11,1.85,-1,kmeans,54,7,0.9799420573667194,0.9456417108495012
lfr10k,n2v,8,0.11,1.86,-1,kmeans,54,8,0.9869537899694092,0.9641341128398913
lfr10k,n2v,8,0.11,1.8,-1,kmeans,54,9,0.9810467347072368,0.9395461176064902
lfr10k,n2v,8,0.11,2.03,-1,kmeans,54,10,0.9863589670980896,0.95430462376029
lfr10k,n2v,8,0.11,2.01,-1,kmeans,54,11,0.9867569549661568,0.9609982414518572
lfr10k,n2v,8,0.11,1.97,-1,kmeans,54,12,0.9876655297681628,0.9667215999314674
lfr10k,n2v,8,0.11,1.97,-1,kmeans,54,13,0.9859276497503748,0.960414313293019
lfr10k,n2v,8,0.11,1.89,-1,kmeans,54,14,0.9852817479119688,0.9549929004096784
lfr10k,n2v,8,0.11,1.73,-1,kmeans,54,15,0.9831102717926714,0.9530806157225924
lfr10k,n2v,8,0.11,1.88,-1,kmeans,54,16,0.985447391877462,0.9492480169155454
lfr10k,n2v,8,0.11,1.76,-1,kmeans,54,17,0.9801151499225051,0.9280083117934294
lfr10k,n2v,8,0.11,1.85,-1,kmeans,54,18,0.9894051482271792,0.9694081110250674
lfr10k,n2v,8,0.11,1.77,-1,kmeans,54,19,0.9949093189539704,0.9876549149832704
lfr10k,n2v,10,0.11,1.95,-1,kmeans,54,0,0.985824483004457,0.9628946722211272
lfr10k,n2v,10,0.11,1.82,-1,kmeans,54,1,0.9829586042117268,0.9512343023670936
lfr10k,n2v,10,0.11,1.72,-1,kmeans,54,2,0.9931804368692956,0.9844995243328252
lfr10k,n2v,10,0.11,1.92,-1,kmeans,54,3,0.9850439061454292,0.954458131971841
lfr10k,n2v,10,0.11,1.95,-1,kmeans,54,4,0.9853809993522832,0.954501038304871
lfr10k,n2v,10,0.11,1.82,-1,kmeans,54,5,0.9866232042895758,0.9601822041681372
lfr10k,n2v,10,0.11,1.93,-1,kmeans,54,6,0.9772790240061732,0.9217308765327858
lfr10k,n2v,10,0.11,1.92,-1,kmeans,54,7,0.980042401672928,0.9411889688108837
lfr10k,n2v,10,0.11,1.75,-1,kmeans,54,8,0.9877475361064946,0.9582807177512018
lfr10k,n2v,10,0.11,1.89,-1,kmeans,54,9,0.9836330383441652,0.9543499303706158
lfr10k,n2v,10,0.11,1.89,-1,kmeans,54,10,0.984449859116223,0.955764524072774
lfr10k,n2v,10,0.11,1.94,-1,kmeans,54,11,0.9850388733046754,0.9581471257620244
lfr10k,n2v,10,0.11,1.81,-1,kmeans,54,12,0.9834736300108684,0.9487479779480812
lfr10k,n2v,10,0.11,1.7,-1,kmeans,54,13,0.9900179253910036,0.9797417792043556
lfr10k,n2v,10,0.11,2.09,-1,kmeans,54,14,0.9806894466030416,0.9380040910541312
lfr10k,n2v,10,0.11,1.92,-1,kmeans,54,15,0.9866193596130302,0.9561748553232308
lfr10k,n2v,10,0.11,2.0,-1,kmeans,54,16,0.9813458053101431,0.9379014483691854
lfr10k,n2v,10,0.11,2.01,-1,kmeans,54,17,0.9888732677418884,0.9719749572213058
lfr10k,n2v,10,0.11,1.95,-1,kmeans,54,18,0.9864809631771642,0.955010483169662
lfr10k,n2v,10,0.11,1.85,-1,kmeans,54,19,0.9829468997852926,0.9445490065621708
lfr10k,n2v,12,0.11,1.94,-1,kmeans,54,0,0.9860354401823862,0.9506639123632402
lfr10k,n2v,12,0.11,2.1,-1,kmeans,54,1,0.986450615341668,0.957166108108054
lfr10k,n2v,12,0.11,1.97,-1,kmeans,54,2,0.9907188303642024,0.9807987648900168
lfr10k,n2v,12,0.11,1.98,-1,kmeans,54,3,0.9837204554765944,0.9500947444153196
lfr10k,n2v,12,0.11,2.09,-1,kmeans,54,4,0.9810465445073824,0.9324172336581362
lfr10k,n2v,12,0.11,2.04,-1,kmeans,54,5,0.9844721245554996,0.9536553358251076
lfr10k,n2v,12,0.11,2.02,-1,kmeans,54,6,0.9873886951253532,0.9640762804498024
lfr10k,n2v,12,0.11,2.03,-1,kmeans,54,7,0.9872767355279024,0.96247505817964
lfr10k,n2v,12,0.11,1.85,-1,kmeans,54,8,0.9884937662187252,0.9668511933353656
lfr10k,n2v,12,0.11,1.93,-1,kmeans,54,9,0.9836730936371052,0.9535434195919984
lfr10k,n2v,12,0.11,1.89,-1,kmeans,54,10,0.989870273259676,0.9776521639664936
lfr10k,n2v,12,0.11,2.07,-1,kmeans,54,11,0.9926297142578652,0.9821276700573868
lfr10k,n2v,12,0.11,1.9,-1,kmeans,54,12,0.9875366997419768,0.9629172633170708
lfr10k,n2v,12,0.11,1.83,-1,kmeans,54,13,0.9815774678538433,0.934939335771244
lfr10k,n2v,12,0.11,1.87,-1,kmeans,54,14,0.9857254504571412,0.9480178346478756
lfr10k,n2v,12,0.11,2.05,-1,kmeans,54,15,0.9803754778233766,0.9410332933117416
lfr10k,n2v,12,0.11,1.95,-1,kmeans,54,16,0.979759161217497,0.9257289412203704
lfr10k,n2v,12,0.11,1.9,-1,kmeans,54,17,0.9869968947927252,0.956560947517692
lfr10k,n2v,12,0.11,1.94,-1,kmeans,54,18,0.9844573001465212,0.9451512239182248
lfr10k,n2v,12,0.11,2.03,-1,kmeans,54,19,0.984818714799878,0.960363955326216
lfr10k,n2v,14,0.11,2.44,-1,kmeans,54,0,0.9886645303851108,0.9718101377884466
lfr10k,n2v,14,0.11,2.06,-1,kmeans,54,1,0.9833114235806636,0.9334932057039392
lfr10k,n2v,14,0.11,1.84,-1,kmeans,54,2,0.9924673689079684,0.985600977020883
lfr10k,n2v,14,0.11,1.96,-1,kmeans,54,3,0.9863250735758098,0.9574224828707174
lfr10k,n2v,14,0.11,1.98,-1,kmeans,54,4,0.9868154401488318,0.9628902798510944
lfr10k,n2v,14,0.11,2.02,-1,kmeans,54,5,0.9880344744811034,0.9649747523785036
lfr10k,n2v,14,0.11,2.0,-1,kmeans,54,6,0.9922573156109012,0.9866863870543816
lfr10k,n2v,14,0.11,2.0,-1,kmeans,54,7,0.9881462565837112,0.9512264410825104
lfr10k,n2v,14,0.11,1.95,-1,kmeans,54,8,0.98954701667649,0.9771422001648656
lfr10k,n2v,14,0.11,1.96,-1,kmeans,54,9,0.985991522016853,0.951214809973878
lfr10k,n2v,14,0.11,2.1,-1,kmeans,54,10,0.985031743748672,0.9567069049599368
lfr10k,n2v,14,0.11,1.99,-1,kmeans,54,11,0.9836276531344048,0.9510247613760688
lfr10k,n2v,14,0.11,2.08,-1,kmeans,54,12,0.9812405574464258,0.9393360663005824
lfr10k,n2v,14,0.11,2.14,-1,kmeans,54,13,0.9904337468595724,0.9656445958928844
lfr10k,n2v,14,0.11,2.03,-1,kmeans,54,14,0.9832971750781536,0.9536968944152928
lfr10k,n2v,14,0.11,1.95,-1,kmeans,54,15,0.9845361731906418,0.939081345379831
lfr10k,n2v,14,0.11,2.04,-1,kmeans,54,16,0.98618799962385,0.9619434872723056
lfr10k,n2v,14,0.11,2.09,-1,kmeans,54,17,0.9773355391551932,0.929909266927313
lfr10k,n2v,14,0.11,2.12,-1,kmeans,54,18,0.9830269910349242,0.9501534472504884
lfr10k,n2v,14,0.11,1.85,-1,kmeans,54,19,0.9867198190766348,0.9562020652817044
lfr10k,n2v,16,0.11,1.99,-1,kmeans,54,0,0.9820572125896698,0.9409500428002976
lfr10k,n2v,16,0.11,2.05,-1,kmeans,54,1,0.9951911976920296,0.9932791313196871
lfr10k,n2v,16,0.11,2.08,-1,kmeans,54,2,0.9835567441223458,0.9518702175775874
lfr10k,n2v,16,0.11,2.1,-1,kmeans,54,3,0.9814976714983202,0.9548919206216616
lfr10k,n2v,16,0.11,2.27,-1,kmeans,54,4,0.9822160473498868,0.9385394760467048
lfr10k,n2v,16,0.11,1.99,-1,kmeans,54,5,0.9847154362366638,0.9540212560447876
lfr10k,n2v,16,0.11,2.11,-1,kmeans,54,6,0.9792392839339856,0.9371337948150766
lfr10k,n2v,16,0.11,2.13,-1,kmeans,54,7,0.9798023004582588,0.9375319792514846
lfr10k,n2v,16,0.11,2.13,-1,kmeans,54,8,0.9818122618210476,0.9373749951462144
lfr10k,n2v,16,0.11,2.11,-1,kmeans,54,9,0.9769976697734728,0.9215432910746332
lfr10k,n2v,16,0.11,2.13,-1,kmeans,54,10,0.9759813093913376,0.924645786380216
lfr10k,n2v,16,0.11,2.05,-1,kmeans,54,11,0.9854199737250572,0.9594631497994414
lfr10k,n2v,16,0.11,2.03,-1,kmeans,54,12,0.9875521736229044,0.9688123328677803
lfr10k,n2v,16,0.11,2.23,-1,kmeans,54,13,0.9864101894382372,0.9622684329086874
lfr10k,n2v,16,0.11,2.12,-1,kmeans,54,14,0.9788464023329012,0.9369885251875596
lfr10k,n2v,16,0.11,2.0,-1,kmeans,54,15,0.9924399282475402,0.9796606624509172
lfr10k,n2v,16,0.11,2.12,-1,kmeans,54,16,0.9812628666057884,0.9462061492704888
lfr10k,n2v,16,0.11,2.02,-1,kmeans,54,17,0.9785915584831067,0.9339955750608108
lfr10k,n2v,16,0.11,2.04,-1,kmeans,54,18,0.9878059344685104,0.9611970455153545
lfr10k,n2v,16,0.11,2.1,-1,kmeans,54,19,0.9872464595294608,0.9603300482906884
lfr10k,n2v,18,0.11,2.25,-1,kmeans,54,0,0.975950975878564,0.935680852377214
lfr10k,n2v,18,0.11,2.14,-1,kmeans,54,1,0.9747015735045822,0.925016630304616
lfr10k,n2v,18,0.11,2.01,-1,kmeans,54,2,0.9723340118744496,0.9230119382092444
lfr10k,n2v,18,0.11,2.15,-1,kmeans,54,3,0.9709189803312264,0.9033936138427084
lfr10k,n2v,18,0.11,2.17,-1,kmeans,54,4,0.9741806120866398,0.9150729217430704
lfr10k,n2v,18,0.11,2.15,-1,kmeans,54,5,0.9849364426152194,0.961367877203891
lfr10k,n2v,18,0.11,2.11,-1,kmeans,54,6,0.9712909234073568,0.8997150315240179
lfr10k,n2v,18,0.11,2.11,-1,kmeans,54,7,0.9770623434201988,0.927055053770502
lfr10k,n2v,18,0.11,2.08,-1,kmeans,54,8,0.986250218544834,0.9646334184919848
lfr10k,n2v,18,0.11,2.17,-1,kmeans,54,9,0.973343633813059,0.902512065622937
lfr10k,n2v,18,0.11,2.21,-1,kmeans,54,10,0.9814458464589269,0.9590332069579148
lfr10k,n2v,18,0.11,2.23,-1,kmeans,54,11,0.9686888940614002,0.8934308299948158
lfr10k,n2v,18,0.11,2.14,-1,kmeans,54,12,0.9778282815146014,0.9408665638842114
lfr10k,n2v,18,0.11,2.19,-1,kmeans,54,13,0.9717734689242472,0.9156643055501212
lfr10k,n2v,18,0.11,2.03,-1,kmeans,54,14,0.9878816625071586,0.964326285257842
lfr10k,n2v,18,0.11,2.07,-1,kmeans,54,15,0.9770526970556768,0.9404245691630916
lfr10k,n2v,18,0.11,1.97,-1,kmeans,54,16,0.9760185931988256,0.922134210371129
lfr10k,n2v,18,0.11,2.01,-1,kmeans,54,17,0.9828527895285416,0.96299722790245
lfr10k,n2v,18,0.11,2.25,-1,kmeans,54,18,0.9776891859966244,0.929549055776483
lfr10k,n2v,18,0.11,2.05,-1,kmeans,54,19,0.9777407593003852,0.9443551550350656
lfr10k,n2v,20,0.11,2.15,-1,kmeans,54,0,0.9773119576981132,0.9210751359575574
lfr10k,n2v,20,0.11,2.13,-1,kmeans,54,1,0.9844025601776328,0.9593204567291176
lfr10k,n2v,20,0.11,2.14,-1,kmeans,54,2,0.978341451704265,0.9480599303988873
lfr10k,n2v,20,0.11,2.14,-1,kmeans,54,3,0.9846303567480392,0.9594302089565936
lfr10k,n2v,20,0.11,2.21,-1,kmeans,54,4,0.9821573024481048,0.9582409313742604
lfr10k,n2v,20,0.11,2.12,-1,kmeans,54,5,0.976091703955108,0.9252668111604302
lfr10k,n2v,20,0.11,2.07,-1,kmeans,54,6,0.9785352213904016,0.9353787571301556
lfr10k,n2v,20,0.11,2.2,-1,kmeans,54,7,0.9794892702115414,0.9410980375980104
lfr10k,n2v,20,0.11,2.12,-1,kmeans,54,8,0.9769313194200044,0.9215303626095532
lfr10k,n2v,20,0.11,2.11,-1,kmeans,54,9,0.9788254421285044,0.9472946850785464
lfr10k,n2v,20,0.11,2.09,-1,kmeans,54,10,0.9841872430141174,0.9448888508458136
lfr10k,n2v,20,0.11,2.31,-1,kmeans,54,11,0.9785596697045696,0.9290544321413478
lfr10k,n2v,20,0.11,2.03,-1,kmeans,54,12,0.981205462511408,0.9541997401296978
lfr10k,n2v,20,0.11,2.22,-1,kmeans,54,13,0.976373030525352,0.9298315884728622
lfr10k,n2v,20,0.11,2.06,-1,kmeans,54,14,0.9826550480486737,0.9500222122285172
lfr10k,n2v,20,0.11,2.14,-1,kmeans,54,15,0.9766773598463542,0.9322144191620076
lfr10k,n2v,20,0.11,2.16,-1,kmeans,54,16,0.980031825304378,0.9445745102321426
lfr10k,n2v,20,0.11,2.0,-1,kmeans,54,17,0.9711274168805456,0.8990305529961682
lfr10k,n2v,20,0.11,2.18,-1,kmeans,54,18,0.979273504440736,0.9426306067432404
lfr10k,n2v,20,0.11,2.24,-1,kmeans,54,19,0.9729594858978418,0.9124057198900104
lfr10k,n2v,22,0.11,2.04,-1,kmeans,54,0,0.9871916219371244,0.9611519798387388
lfr10k,n2v,22,0.11,2.07,-1,kmeans,54,1,0.979823667906666,0.9474957916389314
lfr10k,n2v,22,0.11,2.14,-1,kmeans,54,2,0.99176670583781,0.9840012779557984
lfr10k,n2v,22,0.11,1.95,-1,kmeans,54,3,0.9927960617133862,0.9825247334250372
lfr10k,n2v,22,0.11,2.12,-1,kmeans,54,4,0.979472806574843,0.936431847890218
lfr10k,n2v,22,0.11,2.17,-1,kmeans,54,5,0.9825133035088958,0.948714497219176
lfr10k,n2v,22,0.11,2.18,-1,kmeans,54,6,0.9763229082804584,0.9130189311031718
lfr10k,n2v,22,0.11,2.21,-1,kmeans,54,7,0.9948444490987916,0.994882332891364
lfr10k,n2v,22,0.11,2.16,-1,kmeans,54,8,0.9877283904564468,0.964472211405105
lfr10k,n2v,22,0.11,2.23,-1,kmeans,54,9,0.9877422675494056,0.9606617182716362
lfr10k,n2v,22,0.11,2.19,-1,kmeans,54,10,0.9851758879698436,0.9464183246977412
lfr10k,n2v,22,0.11,2.09,-1,kmeans,54,11,0.9878680997272908,0.964948527135689
lfr10k,n2v,22,0.11,2.25,-1,kmeans,54,12,0.9815350184714676,0.9529054565044568
lfr10k,n2v,22,0.11,2.17,-1,kmeans,54,13,0.9821094319175472,0.9455591790327964
lfr10k,n2v,22,0.11,2.12,-1,kmeans,54,14,0.9835669933296244,0.9467950106052866
lfr10k,n2v,22,0.11,2.1,-1,kmeans,54,15,0.9820481077109848,0.9432154939876096
lfr10k,n2v,22,0.11,2.09,-1,kmeans,54,16,0.9830190806621062,0.94308315968942
lfr10k,n2v,22,0.11,2.13,-1,kmeans,54,17,0.9798650027033836,0.9413768160291086
lfr10k,n2v,22,0.11,2.12,-1,kmeans,54,18,0.9837811531317198,0.9498832685873998
lfr10k,n2v,22,0.11,2.14,-1,kmeans,54,19,0.9810868031035792,0.937293385659155
lfr10k,n2v,24,0.11,2.19,-1,kmeans,54,0,0.9891023277578914,0.9704851155054248
lfr10k,n2v,24,0.11,2.07,-1,kmeans,54,1,0.989569743909021,0.9759144884758764
